"pop_num"	"variable"	"value"	"mip_ci"	"upper_ci"	"lower_ci"
"113"	15	"baci_a_mip"	25.0930930930931	0.303968754187096	25.3970618472802	24.789124338906
"114"	16	"baci_a_mip"	26.7137137137137	0.324613193566782	27.0383269072805	26.3891005201469
"115"	17	"baci_a_mip"	27.8998998998999	0.335115370929604	28.2350152708295	27.5647845289703
"116"	18	"baci_a_mip"	29.3523523523524	0.326959699529544	29.6793120518819	29.0253926528229
"117"	19	"baci_a_mip"	30.6976976976977	0.341829230316524	31.0395269280142	30.3558684673812
"118"	20	"baci_a_mip"	32.0600600600601	0.343281989143578	32.4033420492037	31.7167780709165
"119"	21	"baci_a_mip"	33.1741741741742	0.358059238772098	33.5322334129463	32.8161149354021
"120"	22	"baci_a_mip"	34.1901901901902	0.358545240213107	34.5487354304033	33.8316449499771
"121"	23	"baci_a_mip"	35.1061061061061	0.369604257741404	35.4757103638475	34.7365018483647
"122"	24	"baci_a_mip"	36.3933933933934	0.367558982452341	36.7609523758457	36.0258344109411
"123"	25	"baci_a_mip"	37.2072072072072	0.355604417658155	37.5628116248654	36.851602789549
"124"	26	"baci_a_mip"	38.0720720720721	0.374545738801123	38.4466178108732	37.697526333271
"125"	27	"baci_a_mip"	39.4034034034034	0.375316385820589	39.778719789224	39.0280870175828
"126"	28	"baci_a_mip"	40.3213213213213	0.383810292323111	40.7051316136444	39.9375110289982
"127"	29	"baci_a_mip"	40.8998998998999	0.389802136841725	41.2897020367416	40.5100977630582
"128"	30	"baci_a_mip"	41.961961961962	0.390131776516113	42.3520937384781	41.5718301854459
"129"	31	"baci_a_mip"	42.8808808808809	0.383623921109545	43.2645048019904	42.4972569597714
"130"	32	"baci_a_mip"	43.6586586586587	0.381067046493989	44.0397257051527	43.2775916121647
"131"	33	"baci_a_mip"	44.4984984984985	0.378448850645207	44.8769473491437	44.1200496478533
"132"	34	"baci_a_mip"	45.3993993993994	0.400956371811766	45.8003557712112	44.9984430275876
"133"	35	"baci_a_mip"	46.4414414414414	0.40788368086038	46.8493251223018	46.033557760581
"134"	36	"baci_a_mip"	47.1411411411411	0.411488690455946	47.552629831597	46.7296524506852
"135"	37	"baci_a_mip"	47.6016016016016	0.39849143153444	48.000093033136	47.2031101700672
"136"	38	"baci_a_mip"	48.7027027027027	0.408736817094002	49.1114395197967	48.2939658856087
"137"	39	"baci_a_mip"	49.3873873873874	0.396507498715264	49.7838948861027	48.9908798886721
"138"	40	"baci_a_mip"	49.7337337337337	0.41037054445577	50.1441042781895	49.3233631892779
"139"	41	"baci_a_mip"	50.5795795795796	0.430912063029443	51.010491642609	50.1486675165502
"140"	42	"baci_a_mip"	51.2582582582583	0.426433815215961	51.6846920734743	50.8318244430423
"141"	43	"baci_a_mip"	51.4634634634635	0.427379475853273	51.8908429393168	51.0360839876102
"142"	44	"baci_a_mip"	52.5395395395395	0.417161592338762	52.9567011318783	52.1223779472007
"143"	45	"baci_a_mip"	53.2882882882883	0.428654353913553	53.7169426422019	52.8596339343747
"144"	46	"baci_a_mip"	53.8198198198198	0.432621299982654	54.2524411198025	53.3871985198371
"145"	47	"baci_a_mip"	54.004004004004	0.432230157151078	54.4362341611551	53.5717738468529
"146"	48	"baci_a_mip"	55.3163163163163	0.429037447452997	55.7453537637693	54.8872788688633
"147"	49	"baci_a_mip"	55.6676676676677	0.43279133338729	56.100459001055	55.2348763342804
"148"	50	"baci_a_mip"	56.2202202202202	0.439881141528436	56.6601013617486	55.7803390786918
"149"	51	"baci_a_mip"	57.4144144144144	0.45409913824773	57.8685135526621	56.9603152761667
"150"	52	"baci_a_mip"	57.4794794794795	0.421779917901427	57.9012593973809	57.0576995615781
"151"	53	"baci_a_mip"	57.987987987988	0.439223448935012	58.427211436923	57.548764539053
"152"	54	"baci_a_mip"	58.2442442442442	0.427316155518428	58.6715603997626	57.8169280887258
"153"	55	"baci_a_mip"	58.7747747747748	0.440156643162703	59.2149314179375	58.3346181316121
"154"	56	"baci_a_mip"	59.7617617617618	0.449168339657049	60.2109301014188	59.3125934221047
"155"	57	"baci_a_mip"	60.1821821821822	0.437209427482941	60.6193916096651	59.7449727546993
"156"	58	"baci_a_mip"	60.7617617617618	0.440310069054792	61.2020718308166	60.321451692707
"157"	59	"baci_a_mip"	60.6236236236236	0.482792227680833	61.1064158513044	60.1408313959428
"158"	60	"baci_a_mip"	61.2742742742743	0.452097689126499	61.7263719634008	60.8221765851478
"159"	61	"baci_a_mip"	62.2752752752753	0.453328163339979	62.7286034386153	61.8219471119353
"160"	62	"baci_a_mip"	62.6756756756757	0.439606082871838	63.1152817585475	62.2360695928039
"161"	63	"baci_a_mip"	62.5835835835836	0.444411460175492	63.0279950437591	62.1391721234081
"162"	64	"baci_a_mip"	63.5145145145145	0.462046549284449	63.976561063799	63.0524679652301
"163"	65	"baci_a_mip"	63.7247247247247	0.451304397260769	64.1760291219855	63.2734203274639
"164"	66	"baci_a_mip"	63.9269269269269	0.462164091302194	64.3890910182291	63.4647628356247
"165"	67	"baci_a_mip"	64.6466466466466	0.449739663963541	65.0963863106101	64.1969069826831
"166"	68	"baci_a_mip"	65.6046046046046	0.44457676691414	66.0491813715187	65.1600278376905
"167"	69	"baci_a_mip"	65.7307307307307	0.457438624486006	66.1881693552167	65.2732921062447
"168"	70	"baci_a_mip"	65.962962962963	0.453797929193321	66.4167608921563	65.5091650337697
"169"	71	"baci_a_mip"	66.3383383383383	0.458750022418835	66.7970883607571	65.8795883159195
"170"	72	"baci_a_mip"	67.2072072072072	0.470325664314157	67.6775328715214	66.736881542893
"171"	73	"baci_a_mip"	67.5135135135135	0.468636927599731	67.9821504411132	67.0448765859138
"172"	74	"baci_a_mip"	67.3803803803804	0.459346623892417	67.8397270042728	66.921033756488
"173"	75	"baci_a_mip"	68.2262262262262	0.476464261993179	68.7026904882194	67.749761964233
"174"	76	"baci_a_mip"	68.955955955956	0.478531708623838	69.4344876645798	68.4774242473322
"175"	77	"baci_a_mip"	68.9069069069069	0.45258222975689	69.3594891366638	68.45432467715
"176"	78	"baci_a_mip"	69.039039039039	0.474395107537224	69.5134341465762	68.5646439315018
"177"	79	"baci_a_mip"	69.4784784784785	0.457787716556929	69.9362661950354	69.0206907619216
"178"	80	"baci_a_mip"	70.4094094094094	0.471905665118251	70.8813150745277	69.9375037442911
"179"	81	"baci_a_mip"	70.5295295295295	0.488069024242646	71.0175985537721	70.0414605052868
"180"	82	"baci_a_mip"	70.5275275275275	0.482754267887162	71.0102817954147	70.0447732596403
"181"	83	"baci_a_mip"	71.5915915915916	0.453362540684653	72.0449541322762	71.1382290509069
"182"	84	"baci_a_mip"	71.4294294294294	0.476958094115752	71.9063875235452	70.9524713353136
"183"	85	"baci_a_mip"	71.8238238238238	0.478640380089891	72.3024642039137	71.3451834437339
"184"	86	"baci_a_mip"	72.5045045045045	0.475770085589486	72.980274590094	72.028734418915
"185"	87	"baci_a_mip"	72.4014014014014	0.492500920321011	72.8939023217224	71.9089004810804
"186"	88	"baci_a_mip"	72.7597597597598	0.47722350102413	73.2369832607839	72.2825362587357
"187"	89	"baci_a_mip"	73.3013013013013	0.479902858913257	73.7812041602146	72.821398442388
"188"	90	"baci_a_mip"	73.5805805805806	0.483291097578075	74.0638716781587	73.0972894830025
"189"	91	"baci_a_mip"	74.1461461461462	0.494139697722892	74.6402858438691	73.6520064484233
"190"	92	"baci_a_mip"	74.7207207207207	0.474580716181946	75.1953014369027	74.2461400045388
"191"	93	"baci_a_mip"	74.6726726726727	0.487614118117581	75.1602867907903	74.1850585545551
"192"	94	"baci_a_mip"	74.9429429429429	0.488230706972838	75.4311736499157	74.4547122359701
"193"	95	"baci_a_mip"	75.4764764764765	0.487492251697993	75.9639687281745	74.9889842247785
"194"	96	"baci_a_mip"	75.8738738738739	0.476355767739023	76.3502296416129	75.3975181061349
"195"	97	"baci_a_mip"	76.2222222222222	0.476844271802983	76.6990664940252	75.7453779504192
"196"	98	"baci_a_mip"	76.1011011011011	0.491483305187032	76.5925844062881	75.6096177959141
"197"	99	"baci_a_mip"	76.5405405405405	0.480553519530487	77.021094060071	76.05998702101
"198"	100	"baci_a_mip"	76.4794794794795	0.483355291823959	76.9628347713034	75.9961241876555
"199"	2	"bact_mip"	2.33533533533534	0.100030519891863	2.4353658552272	2.23530481544348
"200"	3	"bact_mip"	5.01201201201201	0.135446350604783	5.14745836261679	4.87656566140723
"201"	4	"bact_mip"	7.6036036036036	0.159140449302397	7.762744052906	7.4444631543012
"202"	5	"bact_mip"	10.1471471471471	0.181226880614591	10.3283740277617	9.96592026653251
"203"	6	"bact_mip"	12.4184184184184	0.190269310216361	12.6086877286348	12.228149108202
"204"	7	"bact_mip"	14.9079079079079	0.225688163515906	15.1335960714238	14.682219744392
"205"	8	"bact_mip"	16.8328328328328	0.232827667267481	17.0656605001003	16.6000051655653
"206"	9	"bact_mip"	18.8588588588589	0.24699506183376	19.1058539206927	18.6118637970251
"207"	10	"bact_mip"	20.7797797797798	0.258639834911663	21.0384196146915	20.5211399448681
"208"	11	"bact_mip"	22.8478478478478	0.274795849501178	23.122643697349	22.5730519983466
"209"	12	"bact_mip"	24.5625625625626	0.286217238707264	24.8487798012699	24.2763453238553
"210"	13	"bact_mip"	26.2992992992993	0.27336293418669	26.572662233486	26.0259363651126
"211"	14	"bact_mip"	27.8888888888889	0.283729004631804	28.1726178935207	27.6051598842571
"212"	15	"bact_mip"	29.3673673673674	0.296271773715016	29.6636391410824	29.0710955936524
"213"	16	"bact_mip"	30.7307307307307	0.308610719052562	31.0393414497833	30.4221200116781
"214"	17	"bact_mip"	32.2612612612613	0.311154892881829	32.5724161541431	31.9501063683795
"215"	18	"bact_mip"	33.5945945945946	0.318260891448192	33.9128554860428	33.2763337031464
"216"	19	"bact_mip"	34.7717717717718	0.316600945663943	35.0883727174357	34.4551708261079
"217"	20	"bact_mip"	35.991991991992	0.336655935574022	36.328647927566	35.655336056418
"218"	21	"bact_mip"	37.3193193193193	0.333307601916284	37.6526269212356	36.986011717403
"219"	22	"bact_mip"	38.7257257257257	0.341015538882233	39.0667412646079	38.3847101868435
"220"	23	"bact_mip"	40.021021021021	0.34486568330385	40.3658867043249	39.6761553377171
"221"	24	"bact_mip"	40.9009009009009	0.34933135875297	41.2502322596539	40.5515695421479
"222"	25	"bact_mip"	42.3553553553554	0.348831578470392	42.7041869338258	42.006523776885
"223"	26	"bact_mip"	43.1811811811812	0.353830110686253	43.5350112918675	42.8273510704949
"224"	27	"bact_mip"	44.1771771771772	0.353488460668211	44.5306656378454	43.823688716509
"225"	28	"bact_mip"	44.952952952953	0.355988057375555	45.3089410103286	44.5969648955774
"226"	29	"bact_mip"	45.97997997998	0.376637332712428	46.3566173126924	45.6033426472676
"227"	30	"bact_mip"	46.7557557557558	0.364986025215102	47.1207417809709	46.3907697305407
"228"	31	"bact_mip"	47.974974974975	0.389228924004229	48.3642038989792	47.5857460509708
"229"	32	"bact_mip"	49.011011011011	0.361308551305792	49.3723195623168	48.6497024597052
"230"	33	"bact_mip"	49.5875875875876	0.375221993627682	49.9628095812153	49.2123655939599
"231"	34	"bact_mip"	50.8038038038038	0.379161553643569	51.1829653574474	50.4246422501602
"232"	35	"bact_mip"	51.6196196196196	0.386625720162413	52.006245339782	51.2329938994572
"233"	36	"bact_mip"	52.1711711711712	0.387325753116931	52.5584969242881	51.7838454180543
"234"	37	"bact_mip"	52.8048048048048	0.387152239167384	53.1919570439722	52.4176525656374
"235"	38	"bact_mip"	53.7357357357357	0.375510864796356	54.1112466005321	53.3602248709393
"236"	39	"bact_mip"	54.3083083083083	0.378526882736445	54.6868351910447	53.9297814255719
"237"	40	"bact_mip"	55.2942942942943	0.375198273366978	55.6694925676613	54.9190960209273
"238"	41	"bact_mip"	55.8268268268268	0.386403807520742	56.2132306343475	55.4404230193061
"239"	42	"bact_mip"	56.4044044044044	0.366507840388266	56.7709122447927	56.0378965640161
"240"	43	"bact_mip"	57.3273273273273	0.390900309692692	57.71822763702	56.9364270176346
"241"	44	"bact_mip"	57.976976976977	0.395548749296259	58.3725257262733	57.5814282276807
"242"	45	"bact_mip"	58.7087087087087	0.373334284888972	59.0820429935977	58.3353744238197
"243"	46	"bact_mip"	59.1521521521522	0.393965681909314	59.5461178340615	58.7581864702429
"244"	47	"bact_mip"	59.8828828828829	0.39225819568955	60.2751410785725	59.4906246871934
"245"	48	"bact_mip"	60.5315315315315	0.380854919448807	60.9123864509803	60.1506766120827
"246"	49	"bact_mip"	60.8998998998999	0.391285596100437	61.2911854960003	60.5086143037995
"247"	50	"bact_mip"	62.036036036036	0.39096323852173	62.4269992745577	61.6450727975143
"248"	51	"bact_mip"	62.0510510510511	0.369278301350216	62.4203293524013	61.6817727497009
"249"	52	"bact_mip"	62.8078078078078	0.407783174469455	63.2155909822773	62.4000246333383
"250"	53	"bact_mip"	63.4654654654655	0.39623211061936	63.8616975760849	63.0692333548461
"251"	54	"bact_mip"	64.043043043043	0.392434663736226	64.4354777067792	63.6506083793068
"252"	55	"bact_mip"	64.5085085085085	0.395417917293427	64.9039264258019	64.1130905912151
"253"	56	"bact_mip"	65.027027027027	0.390763469057147	65.4177904960842	64.6362635579699
"254"	57	"bact_mip"	65.7847847847848	0.387540084623803	66.1723248694086	65.397244700161
"255"	58	"bact_mip"	66.6566566566567	0.406968435312799	67.0636250919695	66.2496882213439
"256"	59	"bact_mip"	66.8508508508508	0.398439764030879	67.2492906148817	66.4524110868199
"257"	60	"bact_mip"	67.031031031031	0.406991234903362	67.4380222659344	66.6240397961276
"258"	61	"bact_mip"	67.4064064064064	0.397343941216299	67.8037503476227	67.0090624651901
"259"	62	"bact_mip"	68.5265265265265	0.399534961787141	68.9260614883136	68.1269915647394
"260"	63	"bact_mip"	68.7497497497498	0.407026343775038	69.1567760935248	68.3427234059748
"261"	64	"bact_mip"	69.1151151151151	0.405649613689767	69.5207647288049	68.7094655014253
"262"	65	"bact_mip"	69.8638638638639	0.40457094033056	70.2684348041945	69.4592929235333
"263"	66	"bact_mip"	69.977977977978	0.403883126744681	70.3818611047227	69.5740948512333
"264"	67	"bact_mip"	70.8188188188188	0.408498163221541	71.2273169820403	70.4103206555973
"265"	68	"bact_mip"	71.012012012012	0.394783369771133	71.4067953817831	70.6172286422409
"266"	69	"bact_mip"	71.976976976977	0.412217229778537	72.3891942067555	71.5647597471985
"267"	70	"bact_mip"	72.3013013013013	0.401392835378135	72.7026941366794	71.8999084659232
"268"	71	"bact_mip"	72.3543543543544	0.397526447725413	72.7518808020798	71.956827906629
"269"	72	"bact_mip"	72.4864864864865	0.407681192329771	72.8941676788163	72.0788052941567
"270"	73	"bact_mip"	73.4714714714715	0.400364944168975	73.8718364156405	73.0711065273025
"271"	74	"bact_mip"	73.7407407407407	0.404238413204294	74.144979153945	73.3365023275364
"272"	75	"bact_mip"	74.3163163163163	0.406886859316914	74.7232031756332	73.9094294569994
"273"	76	"bact_mip"	74.9159159159159	0.41157239794742	75.3274883138633	74.5043435179685
"274"	77	"bact_mip"	74.7797797797798	0.410080453184347	75.1898602329642	74.3696993265955
"275"	78	"bact_mip"	75.6056056056056	0.401548208927718	76.0071538145333	75.2040573966779
"276"	79	"bact_mip"	75.9389389389389	0.412773440241303	76.3517123791802	75.5261654986976
"277"	80	"bact_mip"	76.1141141141141	0.411628954280754	76.5257430683949	75.7024851598333
"278"	81	"bact_mip"	76.2492492492492	0.400924087278488	76.6501733365277	75.8483251619707
"279"	82	"bact_mip"	76.974974974975	0.398505664390863	77.3734806393659	76.5764693105841
"280"	83	"bact_mip"	77.3193193193193	0.400886515145838	77.7202058344651	76.9184328041735
"281"	84	"bact_mip"	77.8558558558559	0.409579510924616	78.2654353667805	77.4462763449313
"282"	85	"bact_mip"	78.0890890890891	0.436069344037455	78.5251584331265	77.6530197450517
"283"	86	"bact_mip"	78.1911911911912	0.414692836309303	78.6058840275005	77.7764983548819
"284"	87	"bact_mip"	78.995995995996	0.404219934642537	79.4002159306385	78.5917760613535
"285"	88	"bact_mip"	79.015015015015	0.41932523200062	79.4343402470156	78.5956897830144
"286"	89	"bact_mip"	79.7437437437437	0.412151298600869	80.1558950423446	79.3315924451428
"287"	90	"bact_mip"	79.7247247247247	0.399439497955816	80.1241642226805	79.3252852267689
"288"	91	"bact_mip"	80.2562562562563	0.423092267595129	80.6793485238514	79.8331639886612
"289"	92	"bact_mip"	80.6586586586587	0.413237888065051	81.0718965467237	80.2454207705936
"290"	93	"bact_mip"	80.967967967968	0.419814048065561	81.3877820160336	80.5481539199024
"291"	94	"bact_mip"	81.053053053053	0.430036201742459	81.4830892547955	80.6230168513106
"292"	95	"bact_mip"	81.6106106106106	0.410569813870472	82.0211804244811	81.2000407967401
"293"	96	"bact_mip"	81.8918918918919	0.430081718217862	82.3219736101098	81.461810173674
"294"	97	"bact_mip"	82.1701701701702	0.413454992326222	82.5836251624964	81.756715177844
"295"	98	"bact_mip"	82.9039039039039	0.431240671001678	83.3351445749056	82.4726632329022
"296"	99	"bact_mip"	83.2852852852853	0.421020845774948	83.7063061310602	82.8642644395104
"297"	100	"bact_mip"	83.3563563563564	0.425516982615026	83.7818733389714	82.9308393737414
"298"	2	"baci_mip"	1.37537537537538	0.0854898471752071	1.46086522255059	1.28988552820017
